Frame,Visibility,X,Y,Z,Original_Frame,Point_Coordinates_Camera1,Point_Coordinates_Camera2,Point_Costs_Formula1,Point_Costs_Formula2,Point_Costs_Epipolar,Point_Costs_Reprojection,Point_Costs_Temporal
2051,1,[4.2670 ],[4.1383 ],[0.9255 ],2051,"[(874.0000, 183.0000)]","[(683.0000, 172.0000)]",[2.375109],[6.140222],[11.152294],[2.375109],[7.530227]
2052,1,[4.3184 ],[4.0246 ],[0.8755 ],2052,"[(877.0000, 183.0000)]","[(686.0000, 176.0000)]",[1.600692],[5.356536],[15.143009],[1.600692],[7.511687]
2053,1,[4.4356 ],[3.5429 ],[0.7744 ],2053,"[(883.0000, 183.0000)]","[(689.0000, 176.0000)]",[1.740185],[5.974910],[15.284750],[1.740185],[8.469451]
2054,1,[4.4170 ],[4.0878 ],[0.8836 ],2054,"[(885.0000, 183.0000)]","[(694.0000, 176.0000)]",[2.362355],[5.658606],[15.907753],[2.362355],[6.592502]
2055,1,[4.5554 ],[3.4863 ],[0.7049 ],2055,"[(891.0000, 187.0000)]","[(697.0000, 180.0000)]",[2.399284],[8.160826],[15.875969],[2.399284],[11.523084]
2056,1,[4.8174 ],[2.4876 ],[0.4112 ],2056,"[(902.0000, 195.0000)]","[(703.0000, 183.0000)]",[2.071029],[11.671932],[11.282613],[2.071029],[19.201807]
2057,1,[4.8407 ],[2.3155 ],[0.3444 ],2057,"[(902.0000, 195.0000)]","[(703.0000, 187.0000)]",[1.640144],[3.514322],[14.985118],[1.640144],[3.748355]
2058,1,[4.9292 ],[1.9740 ],[0.2152 ],2058,"[(905.0000, 198.0000)]","[(705.0000, 191.0000)]",[2.667747],[6.777353],[15.953419],[2.667747],[8.219213]
2059,1,"[5.0062, 4.0238 ]","[1.5685, 13.9540 ]","[0.2100, 0.0660 ]",2059,"[(908.0000, 191.0000), (914.0000, 1038.0000)]","[(705.0000, 187.0000), (1043.0000, 907.0000)]","[5.513385, 6.292430]","[10.980838, 782.690546]","[18.862512, 8.497372]","[5.513385, 6.292430]","[10.934907, 1552.796232]"
2060,1,"[4.0526, 5.1965 ]","[13.8449, 0.5608 ]","[0.0442, 0.0904 ]",2060,"[(919.0000, 1008.0000), (914.0000, 183.0000)]","[(1035.0000, 885.0000), (705.0000, 183.0000)]","[2.954968, 9.163647]","[29.145064, 15.740773]","[4.832140, 22.591765]","[2.954968, 9.163647]","[52.380193, 13.154253]"
2061,1,"[5.1764, 4.0589 ]","[0.9771, 13.7557 ]","[0.2866, 0.0606 ]",2061,"[(916.0000, 180.0000), (919.0000, 982.0000)]","[(708.0000, 172.0000), (1026.0000, 862.0000)]","[2.021967, 5.146567]","[9.068349, 29.682526]","[15.632819, 6.320336]","[2.021967, 5.146567]","[14.092764, 49.071917]"
2062,1,[4.1165 ],[13.5781 ],[-0.0605 ],2062,"[(925.0000, 956.0000)]","[(1012.0000, 836.0000)]",[10.345402],[37.372177],[10.604262],[10.345402],[54.053550]
2063,1,[4.1086 ],[13.5304 ],[0.0150 ],2063,"[(925.0000, 930.0000)]","[(1009.0000, 821.0000)]",[3.089119],[22.955888],[3.393454],[3.089119],[39.733539]
2064,0,[0],[0],[0],2064,[],[],[],[],[],[],[]
2065,0,[0],[0],[0],2065,[],[],[],[],[],[],[]
2066,0,[0],[0],[0],2066,[],[],[],[],[],[],[]
2067,0,[0],[0],[0],2067,[],[],[],[],[],[],[]
2068,0,[0],[0],[0],2068,[],[],[],[],[],[],[]
2069,0,[0],[0],[0],2069,[],[],[],[],[],[],[]
2070,0,[0],[0],[0],2070,[],[],[],[],[],[],[]
2071,0,[0],[0],[0],2071,[],[],[],[],[],[],[]
2072,1,[4.6181 ],[4.4539 ],[1.6019 ],2072,"[(911.0000, 127.0000)]","[(711.0000, 120.0000)]",[4.936238],[4.936238],[19.442208],[4.936238],[0.000000]
2073,1,[4.6685 ],[3.9751 ],[1.5330 ],2073,"[(911.0000, 127.0000)]","[(708.0000, 120.0000)]",[4.508649],[5.922438],[19.019053],[4.508649],[2.827578]
2074,1,[4.5760 ],[4.4913 ],[1.6316 ],2074,"[(908.0000, 127.0000)]","[(708.0000, 116.0000)]",[0.953814],[4.247387],[15.483017],[0.953814],[6.587147]
2075,1,[4.5001 ],[4.9000 ],[1.6910 ],2075,"[(905.0000, 127.0000)]","[(708.0000, 116.0000)]",[1.142311],[2.552544],[15.670353],[1.142311],[2.820466]
2076,1,[4.4678 ],[4.8776 ],[1.6893 ],2076,"[(902.0000, 127.0000)]","[(705.0000, 116.0000)]",[0.912153],[3.736206],[15.435041],[0.912153],[5.648106]
2077,1,[4.4764 ],[4.8131 ],[1.6582 ],2077,"[(902.0000, 127.0000)]","[(705.0000, 120.0000)]",[4.647814],[6.531238],[19.157953],[4.647814],[3.766849]
2078,1,[4.4460 ],[4.9754 ],[1.6230 ],2078,"[(900.0000, 135.0000)]","[(705.0000, 123.0000)]",[0.125659],[5.439979],[14.252095],[0.125659],[10.628640]
2079,1,[4.4113 ],[5.0122 ],[1.6082 ],2079,"[(897.0000, 135.0000)]","[(703.0000, 127.0000)]",[3.488246],[7.005521],[17.871112],[3.488246],[7.034549]
2080,1,[4.2192 ],[6.1964 ],[1.7380 ],2080,"[(888.0000, 142.0000)]","[(705.0000, 131.0000)]",[1.305821],[8.760199],[15.564876],[1.305821],[14.908758]
2081,1,[4.1964 ],[6.1772 ],[1.6828 ],2081,"[(885.0000, 146.0000)]","[(703.0000, 138.0000)]",[3.854161],[9.631835],[18.045676],[3.854161],[11.555348]
2082,1,[4.1261 ],[6.5462 ],[1.6740 ],2082,"[(880.0000, 153.0000)]","[(703.0000, 146.0000)]",[4.844327],[12.650441],[18.908405],[4.844327],[15.612228]
2083,1,[4.0480 ],[6.9690 ],[1.6621 ],2083,"[(874.0000, 165.0000)]","[(703.0000, 153.0000)]",[0.142197],[9.753616],[13.992287],[0.142197],[19.222839]
2084,1,[4.0258 ],[7.0546 ],[1.5740 ],2084,"[(871.0000, 176.0000)]","[(703.0000, 165.0000)]",[0.855609],[11.875081],[14.521902],[0.855609],[22.038944]
2085,1,[3.9696 ],[7.3353 ],[1.5497 ],2085,"[(866.0000, 183.0000)]","[(703.0000, 176.0000)]",[4.572696],[13.777559],[18.122313],[4.572696],[18.409726]
2086,1,[3.9088 ],[7.6527 ],[1.5030 ],2086,"[(860.0000, 198.0000)]","[(703.0000, 187.0000)]",[0.654340],[13.434863],[13.941372],[0.654340],[25.561046]
2087,1,[3.8614 ],[7.9052 ],[1.4484 ],2087,"[(855.0000, 213.0000)]","[(703.0000, 198.0000)]",[3.312509],[15.936768],[9.705273],[3.312509],[25.248519]
2088,1,[3.7754 ],[8.3563 ],[1.4326 ],2088,"[(846.0000, 228.0000)]","[(703.0000, 213.0000)]",[3.455906],[18.725822],[9.306107],[3.455906],[30.539833]
2089,1,[3.7681 ],[8.3109 ],[1.2619 ],2089,"[(843.0000, 243.0000)]","[(703.0000, 236.0000)]",[3.545673],[21.561098],[16.067315],[3.545673],[36.030850]
2090,1,[3.7326 ],[8.4803 ],[1.1656 ],2090,"[(838.0000, 262.0000)]","[(703.0000, 251.0000)]",[0.583476],[16.913615],[11.609712],[0.583476],[32.660279]
2091,1,[3.6590 ],[8.8400 ],[1.1212 ],2091,"[(829.0000, 277.0000)]","[(703.0000, 273.0000)]",[5.669582],[24.235087],[17.596949],[5.669582],[37.131010]
2092,1,[3.6066 ],[9.0700 ],[0.9786 ],2092,"[(821.0000, 303.0000)]","[(703.0000, 300.0000)]",[6.001472],[31.557665],[17.477211],[6.001472],[51.112386]
2093,1,[3.5473 ],[9.3659 ],[0.8848 ],2093,"[(812.0000, 330.0000)]","[(703.0000, 322.0000)]",[0.723361],[24.558114],[11.766525],[0.723361],[47.669506]
2094,1,[3.4993 ],[9.5616 ],[0.7326 ],2094,"[(804.0000, 356.0000)]","[(703.0000, 352.0000)]",[3.831384],[30.858497],[14.419156],[3.831384],[54.054224]
2095,1,[3.4690 ],[9.7722 ],[0.5914 ],2095,"[(798.0000, 386.0000)]","[(705.0000, 378.0000)]",[0.250231],[27.101515],[9.845483],[0.250231],[53.702569]
2096,1,[3.4404 ],[9.8388 ],[0.3860 ],2096,"[(793.0000, 408.0000)]","[(705.0000, 412.0000)]",[10.619792],[37.396073],[20.159053],[10.619792],[53.552560]
2097,1,[3.3646 ],[10.3477 ],[0.3334 ],2097,"[(779.0000, 450.0000)]","[(708.0000, 446.0000)]",[2.595094],[39.838683],[11.583016],[2.595094],[74.487177]
2098,1,[3.3325 ],[10.3361 ],[0.0860 ],2098,"[(773.0000, 480.0000)]","[(705.0000, 472.0000)]",[2.146446],[29.153512],[6.377342],[2.146446],[54.014131]
2099,1,[3.2693 ],[10.6495 ],[0.0940 ],2099,"[(762.0000, 498.0000)]","[(705.0000, 498.0000)]",[4.779102],[27.140225],[12.927699],[4.779102],[44.722246]
2100,1,[3.2530 ],[10.7582 ],[0.1651 ],2100,"[(759.0000, 498.0000)]","[(705.0000, 498.0000)]",[4.636788],[6.059914],[12.796297],[4.636788],[2.846252]
2101,1,[3.2374 ],[10.8621 ],[0.2332 ],2101,"[(756.0000, 498.0000)]","[(705.0000, 498.0000)]",[4.494397],[5.917798],[12.664582],[4.494397],[2.846802]
2102,1,[3.2223 ],[10.9724 ],[0.3294 ],2102,"[(753.0000, 495.0000)]","[(705.0000, 495.0000)]",[4.380613],[7.822500],[12.614319],[4.380613],[6.883773]
2103,1,[3.2081 ],[11.0671 ],[0.3909 ],2103,"[(750.0000, 495.0000)]","[(705.0000, 495.0000)]",[4.240843],[5.664671],[12.484680],[4.240843],[2.847656]
2104,1,[3.1990 ],[11.1186 ],[0.4011 ],2104,"[(748.0000, 498.0000)]","[(705.0000, 498.0000)]",[4.114367],[7.255644],[12.311997],[4.114367],[6.282554]
2105,1,[3.1809 ],[11.3782 ],[0.5403 ],2105,"[(742.0000, 506.0000)]","[(708.0000, 498.0000)]",[3.288874],[9.490484],[4.852619],[3.288874],[12.403220]
2106,1,[3.1675 ],[11.4341 ],[0.5339 ],2106,"[(739.0000, 510.0000)]","[(708.0000, 506.0000)]",[0.272975],[6.443060],[8.319405],[0.272975],[12.340170]
2107,1,[3.1552 ],[11.4952 ],[0.5243 ],2107,"[(736.0000, 517.0000)]","[(708.0000, 513.0000)]",[0.040613],[6.998369],[7.974559],[0.040613],[13.915511]
2108,1,[3.1459 ],[11.5286 ],[0.5039 ],2108,"[(734.0000, 521.0000)]","[(708.0000, 521.0000)]",[3.650396],[9.573399],[11.485032],[3.650396],[11.846007]
2109,1,[3.1400 ],[11.6535 ],[0.5115 ],2109,"[(731.0000, 532.0000)]","[(711.0000, 532.0000)]",[3.873601],[14.733949],[11.519186],[3.873601],[21.720696]
2110,1,[3.1066 ],[11.8321 ],[0.5352 ],2110,"[(722.0000, 547.0000)]","[(711.0000, 547.0000)]",[3.200027],[18.671020],[10.615392],[3.200027],[30.941986]
2111,1,[3.0920 ],[11.9850 ],[0.5467 ],2111,"[(717.0000, 558.0000)]","[(714.0000, 566.0000)]",[10.855676],[25.744066],[17.971769],[10.855676],[29.776780]
2112,0,[0],[0],[0],2112,[],[],[],[],[],[],[]
2113,1,[3.0910 ],[11.1871 ],[0.7391 ],2113,"[(731.0000, 461.0000)]","[(686.0000, 457.0000)]",[2.740947],[2.740947],[6.175247],[2.740947],[0.000000]
2114,1,[3.0905 ],[10.9019 ],[0.9056 ],2114,"[(736.0000, 412.0000)]","[(677.0000, 416.0000)]",[4.854068],[48.247083],[14.589352],[4.854068],[86.786030]
2115,0,[0],[0],[0],2115,[],[],[],[],[],[],[]
2116,1,[3.1061 ],[9.5322 ],[1.2187 ],2116,"[(756.0000, 296.0000)]","[(646.0000, 292.0000)]",[2.185487],[2.185487],[9.421322],[2.185487],[0.000000]
2117,1,[3.0997 ],[9.2332 ],[1.4121 ],2117,"[(759.0000, 255.0000)]","[(638.0000, 258.0000)]",[5.223787],[41.134549],[17.592224],[5.223787],[71.821523]
2118,1,[3.1143 ],[8.8229 ],[1.5311 ],2118,"[(765.0000, 225.0000)]","[(632.0000, 228.0000)]",[5.952694],[34.783798],[18.819341],[5.952694],[57.662208]
2119,1,[3.1286 ],[8.4875 ],[1.6735 ],2119,"[(770.0000, 198.0000)]","[(627.0000, 198.0000)]",[3.975988],[31.225570],[17.263820],[3.975988],[54.499163]
2120,1,[3.1347 ],[7.6037 ],[1.6106 ],2120,"[(776.0000, 183.0000)]","[(618.0000, 183.0000)]",[3.383007],[19.212806],[16.900373],[3.383007],[31.659599]
2121,1,[3.1449 ],[7.3516 ],[1.7048 ],2121,"[(779.0000, 168.0000)]","[(615.0000, 165.0000)]",[1.051469],[16.846661],[14.763821],[1.051469],[31.590383]
2122,1,[3.1418 ],[6.9670 ],[1.7701 ],2122,"[(781.0000, 153.0000)]","[(610.0000, 150.0000)]",[1.231134],[15.816400],[15.186043],[1.231134],[29.170531]
2123,1,[3.1331 ],[6.9290 ],[1.8983 ],2123,"[(781.0000, 138.0000)]","[(607.0000, 135.0000)]",[1.826331],[16.126676],[16.033645],[1.826331],[28.600690]
2124,1,[3.1444 ],[5.7384 ],[1.8114 ],2124,"[(787.0000, 131.0000)]","[(599.0000, 123.0000)]",[3.737024],[14.863708],[10.448744],[3.737024],[22.253368]
2125,1,[3.1551 ],[5.0259 ],[1.7679 ],2125,"[(790.0000, 123.0000)]","[(596.0000, 120.0000)]",[0.738284],[6.770885],[15.156651],[0.738284],[12.065201]
2126,1,[3.1437 ],[4.8213 ],[1.8214 ],2126,"[(790.0000, 116.0000)]","[(593.0000, 112.0000)]",[0.105549],[7.452635],[14.396779],[0.105549],[14.694173]
2127,1,[3.1323 ],[4.7083 ],[1.9099 ],2127,"[(790.0000, 108.0000)]","[(590.0000, 101.0000)]",[2.699757],[11.876936],[11.857137],[2.699757],[18.354360]
2128,1,[3.0795 ],[5.3708 ],[2.1020 ],2128,"[(784.0000, 97.0000)]","[(587.0000, 90.0000)]",[1.883674],[13.236266],[12.845833],[1.883674],[22.705183]
2129,1,[2.9863 ],[5.5875 ],[2.3319 ],2129,"[(776.0000, 78.0000)]","[(576.0000, 67.0000)]",[5.025305],[26.926536],[9.896993],[5.025305],[43.802462]
2130,1,[2.9435 ],[5.5782 ],[2.4185 ],2130,"[(773.0000, 71.0000)]","[(570.0000, 56.0000)]",[8.899341],[18.488889],[6.177997],[8.899341],[19.179096]
2131,1,[2.8671 ],[5.7432 ],[2.5543 ],2131,"[(765.0000, 56.0000)]","[(562.0000, 45.0000)]",[4.259456],[18.839959],[10.949494],[4.259456],[29.161005]
2132,1,[2.8195 ],[6.0193 ],[2.7243 ],2132,"[(759.0000, 37.0000)]","[(556.0000, 30.0000)]",[0.667571],[17.904853],[16.327291],[0.667571],[34.474562]
2133,1,[2.7799 ],[6.3828 ],[2.8240 ],2133,"[(753.0000, 30.0000)]","[(551.0000, 18.0000)]",[3.409601],[14.060744],[12.149707],[3.409601],[21.302286]
2134,1,[2.7055 ],[6.4291 ],[2.9073 ],2134,"[(745.0000, 18.0000)]","[(542.0000, 11.0000)]",[1.750513],[14.095585],[17.700829],[1.750513],[24.690144]
2135,1,[2.6878 ],[6.8857 ],[2.9664 ],2135,"[(739.0000, 11.0000)]","[(540.0000, 7.0000)]",[5.471662],[12.031997],[21.670915],[5.471662],[13.120671]
2136,0,[0],[0],[0],2136,[],[],[],[],[],[],[]
2137,0,[0],[0],[0],2137,[],[],[],[],[],[],[]
2138,0,[0],[0],[0],2138,[],[],[],[],[],[],[]
2139,0,[0],[0],[0],2139,[],[],[],[],[],[],[]
2140,0,[0],[0],[0],2140,[],[],[],[],[],[],[]
2141,0,[0],[0],[0],2141,[],[],[],[],[],[],[]
2142,0,[0],[0],[0],2142,[],[],[],[],[],[],[]
2143,0,[0],[0],[0],2143,[],[],[],[],[],[],[]
2144,0,[0],[0],[0],2144,[],[],[],[],[],[],[]
2145,0,[0],[0],[0],2145,[],[],[],[],[],[],[]
2146,0,[0],[0],[0],2146,[],[],[],[],[],[],[]
2147,0,[0],[0],[0],2147,[],[],[],[],[],[],[]
2148,0,[0],[0],[0],2148,[],[],[],[],[],[],[]
2149,0,[0],[0],[0],2149,[],[],[],[],[],[],[]
2150,1,[2.0405 ],[9.9488 ],[3.0971 ],2150,"[(587.0000, 7.0000)]","[(427.0000, 7.0000)]",[10.612166],[10.612166],[26.827479],[10.612166],[0.000000]
2151,1,[2.0211 ],[10.1425 ],[3.0667 ],2151,"[(576.0000, 18.0000)]","[(421.0000, 11.0000)]",[3.180223],[13.966177],[18.667210],[3.180223],[21.571908]
2152,1,[1.9739 ],[10.2377 ],[3.0009 ],2152,"[(565.0000, 33.0000)]","[(413.0000, 26.0000)]",[1.163050],[18.123923],[16.256176],[1.163050],[33.921744]
2153,1,[1.9236 ],[10.3924 ],[2.8954 ],2153,"[(551.0000, 56.0000)]","[(405.0000, 52.0000)]",[0.830860],[26.666286],[15.571129],[0.830860],[51.670852]
2154,1,[1.8927 ],[10.5962 ],[2.8001 ],2154,"[(537.0000, 78.0000)]","[(399.0000, 78.0000)]",[1.572665],[26.717052],[16.069870],[1.572665],[50.288775]
2155,1,[1.8566 ],[10.7799 ],[2.6880 ],2155,"[(523.0000, 105.0000)]","[(393.0000, 108.0000)]",[0.434641],[29.457249],[14.479187],[0.434641],[58.045215]
2156,1,[1.8418 ],[11.0111 ],[2.5818 ],2156,"[(509.0000, 131.0000)]","[(390.0000, 142.0000)]",[3.974316],[34.225428],[17.966914],[3.974316],[60.502224]
2157,1,[1.8032 ],[11.1781 ],[2.4459 ],2157,"[(495.0000, 165.0000)]","[(385.0000, 180.0000)]",[2.213961],[37.823652],[15.635739],[2.213961],[71.219381]
2158,1,[1.7763 ],[11.3877 ],[2.3020 ],2158,"[(480.0000, 202.0000)]","[(382.0000, 225.0000)]",[3.501143],[43.772348],[16.560794],[3.501143],[80.542410]
2159,1,[1.7578 ],[11.5832 ],[2.1880 ],2159,"[(466.0000, 236.0000)]","[(379.0000, 262.0000)]",[0.671769],[35.659597],[13.101545],[0.671769],[69.975658]
2160,1,[1.7364 ],[11.8171 ],[2.0076 ],2160,"[(450.0000, 285.0000)]","[(379.0000, 322.0000)]",[2.579068],[55.373675],[14.557501],[2.579068],[105.589214]
2161,1,[1.7562 ],[12.0266 ],[1.9675 ],2161,"[(438.0000, 311.0000)]","[(379.0000, 345.0000)]",[4.097686],[28.586647],[7.105163],[4.097686],[48.977922]
2162,0,[0],[0],[0],2162,[],[],[],[],[],[],[]
2163,1,[1.7595 ],[11.8772 ],[1.9782 ],2163,"[(452.0000, 285.0000)]","[(385.0000, 345.0000)]",[23.651789],[23.651789],[36.728556],[23.651789],[0.000000]
2164,1,[1.7960 ],[11.6578 ],[2.1464 ],2164,"[(469.0000, 251.0000)]","[(388.0000, 273.0000)]",[4.097136],[56.090491],[7.815061],[4.097136],[103.986710]
2165,1,[1.7628 ],[11.1536 ],[2.2403 ],2165,"[(495.0000, 202.0000)]","[(390.0000, 228.0000)]",[6.506142],[54.123470],[19.788947],[6.506142],[95.234657]
2166,1,[1.8588 ],[11.1124 ],[2.4496 ],2166,"[(509.0000, 161.0000)]","[(399.0000, 176.0000)]",[3.913544],[49.389580],[17.538625],[3.913544],[90.952073]
2167,1,"[1.8623, 1.7665 ]","[10.8170, 12.2397 ]","[2.5421, 1.7745 ]",2167,"[(525.0000, 131.0000), (430.0000, 356.0000)]","[(402.0000, 146.0000), (390.0000, 423.0000)]","[7.965552, 19.107763]","[38.373561, 235.698792]","[22.278729, 31.131233]","[7.965552, 19.107763]","[60.816017, 433.182058]"
2168,1,[1.8801 ],[10.5207 ],[2.6380 ],2168,"[(542.0000, 108.0000)]","[(407.0000, 112.0000)]",[1.232307],[31.105097],[15.360558],[1.232307],[59.745580]
2169,1,[1.9479 ],[10.4649 ],[2.7462 ],2169,"[(554.0000, 86.0000)]","[(416.0000, 86.0000)]",[1.199479],[26.146839],[15.627573],[1.199479],[49.894720]
2170,1,[1.9654 ],[10.1522 ],[2.8387 ],2170,"[(570.0000, 63.0000)]","[(421.0000, 60.0000)]",[1.074047],[27.007862],[15.819446],[1.074047],[51.867630]
2171,1,[2.0198 ],[9.9752 ],[2.9276 ],2171,"[(585.0000, 45.0000)]","[(430.0000, 37.0000)]",[1.110681],[24.009092],[13.734166],[1.110681],[45.796822]
2172,1,[2.0268 ],[9.6226 ],[2.9770 ],2172,"[(599.0000, 30.0000)]","[(435.0000, 26.0000)]",[3.696014],[19.190186],[19.149856],[3.696014],[30.988342]
2173,1,[2.1003 ],[9.6870 ],[3.0472 ],2173,"[(607.0000, 18.0000)]","[(444.0000, 11.0000)]",[2.953587],[18.148114],[18.535714],[2.953587],[30.389053]
2174,1,[2.0832 ],[9.1911 ],[3.0624 ],2174,"[(621.0000, 11.0000)]","[(447.0000, 7.0000)]",[5.413041],[15.198616],[21.305479],[5.413041],[19.571150]
2175,1,[2.0992 ],[8.9660 ],[3.0671 ],2175,"[(630.0000, 7.0000)]","[(452.0000, 7.0000)]",[9.253942],[16.293905],[25.452478],[9.253942],[14.079924]
2176,0,[0],[0],[0],2176,[],[],[],[],[],[],[]
2177,0,[0],[0],[0],2177,[],[],[],[],[],[],[]
2178,0,[0],[0],[0],2178,[],[],[],[],[],[],[]
2179,0,[0],[0],[0],2179,[],[],[],[],[],[],[]
2180,0,[0],[0],[0],2180,[],[],[],[],[],[],[]
2181,1,[2.3398 ],[7.8732 ],[3.0387 ],2181,"[(686.0000, 7.0000)]","[(495.0000, 3.0000)]",[5.358993],[5.358993],[21.483614],[5.358993],[0.000000]
2182,1,[2.3637 ],[7.5713 ],[3.0015 ],2182,"[(694.0000, 11.0000)]","[(500.0000, 7.0000)]",[4.766175],[12.117276],[20.821796],[4.766175],[14.702202]
2183,1,[2.4313 ],[7.4977 ],[2.9816 ],2183,"[(703.0000, 15.0000)]","[(509.0000, 7.0000)]",[0.994624],[9.944750],[16.812460],[0.994624],[17.900253]
2184,1,[2.4370 ],[7.2093 ],[2.9314 ],2184,"[(708.0000, 22.0000)]","[(511.0000, 11.0000)]",[2.657683],[8.935153],[12.866584],[2.657683],[12.554940]
2185,1,[2.4758 ],[7.0846 ],[2.8679 ],2185,"[(714.0000, 30.0000)]","[(517.0000, 18.0000)]",[4.131641],[13.357214],[11.235153],[4.131641],[18.451147]
2186,1,[2.5251 ],[6.8292 ],[2.7796 ],2186,"[(722.0000, 37.0000)]","[(525.0000, 30.0000)]",[0.046550],[12.065962],[15.561975],[0.046550],[24.038825]
2187,1,[2.5624 ],[6.8987 ],[2.6941 ],2187,"[(725.0000, 48.0000)]","[(531.0000, 41.0000)]",[0.441527],[11.898570],[14.902859],[0.441527],[22.914087]
2188,1,[2.6007 ],[6.7018 ],[2.5856 ],2188,"[(731.0000, 60.0000)]","[(537.0000, 52.0000)]",[2.171544],[14.566384],[12.936870],[2.171544],[24.789680]
2189,1,[2.6144 ],[6.3138 ],[2.4611 ],2189,"[(736.0000, 71.0000)]","[(540.0000, 63.0000)]",[3.184993],[14.386497],[11.740659],[3.184993],[22.403007]
2190,1,[2.6674 ],[6.5034 ],[2.3801 ],2190,"[(739.0000, 78.0000)]","[(548.0000, 78.0000)]",[4.276512],[15.997192],[19.411827],[4.276512],[23.441360]
2191,1,[2.6896 ],[6.0392 ],[2.2295 ],2191,"[(745.0000, 93.0000)]","[(551.0000, 86.0000)]",[3.426840],[15.169592],[11.206904],[3.426840],[23.485503]
2192,1,[2.7007 ],[5.7073 ],[2.0639 ],2192,"[(748.0000, 105.0000)]","[(554.0000, 101.0000)]",[1.531092],[14.659558],[12.998447],[1.531092],[26.256933]
2193,1,[2.7339 ],[5.8067 ],[1.9675 ],2193,"[(750.0000, 116.0000)]","[(559.0000, 112.0000)]",[1.895613],[12.918289],[12.464593],[1.895613],[22.045353]
2194,1,[2.7763 ],[5.3494 ],[1.7310 ],2194,"[(756.0000, 131.0000)]","[(565.0000, 131.0000)]",[0.925466],[18.005010],[15.167919],[0.925466],[34.159088]
2195,1,[2.8050 ],[5.7051 ],[1.6704 ],2195,"[(756.0000, 142.0000)]","[(570.0000, 142.0000)]",[0.761492],[11.664370],[14.831608],[0.761492],[21.805755]
2196,1,[2.8267 ],[5.4470 ],[1.5124 ],2196,"[(759.0000, 153.0000)]","[(573.0000, 153.0000)]",[0.158315],[10.936147],[14.043864],[0.158315],[21.555663]
2197,1,[2.8458 ],[5.0762 ],[1.2815 ],2197,"[(762.0000, 168.0000)]","[(576.0000, 168.0000)]",[0.698567],[15.147760],[12.933821],[0.698567],[28.898387]
2198,1,[2.8847 ],[5.6850 ],[1.2865 ],2198,"[(762.0000, 180.0000)]","[(582.0000, 176.0000)]",[4.371515],[14.754850],[9.019701],[4.371515],[20.766671]
2199,1,[2.8668 ],[5.9085 ],[1.2577 ],2199,"[(759.0000, 187.0000)]","[(582.0000, 183.0000)]",[4.717361],[11.599799],[8.560889],[4.717361],[13.764875]
2200,1,[2.8048 ],[4.8207 ],[0.9433 ],2200,"[(759.0000, 191.0000)]","[(576.0000, 195.0000)]",[1.437737],[9.640509],[14.762492],[1.437737],[16.405545]
2201,1,[2.7747 ],[5.9645 ],[1.1357 ],2201,"[(750.0000, 198.0000)]","[(576.0000, 198.0000)]",[2.250392],[9.030680],[10.869762],[2.250392],[13.560575]
2202,1,[2.6945 ],[5.6387 ],[0.9797 ],2202,"[(745.0000, 202.0000)]","[(570.0000, 210.0000)]",[4.107921],[13.430939],[17.286359],[4.107921],[18.646036]
2203,1,[2.6612 ],[6.0622 ],[1.0183 ],2203,"[(739.0000, 210.0000)]","[(568.0000, 213.0000)]",[1.042937],[7.460166],[11.907611],[1.042937],[12.834457]
2204,1,[2.6386 ],[6.4135 ],[1.0032 ],2204,"[(734.0000, 217.0000)]","[(568.0000, 225.0000)]",[3.162960],[12.850494],[16.102600],[3.162960],[19.375069]
2205,1,[2.5886 ],[6.2146 ],[0.8373 ],2205,"[(731.0000, 228.0000)]","[(565.0000, 236.0000)]",[2.032595],[12.786922],[14.775935],[2.032595],[21.508653]
2206,1,[2.5375 ],[6.3774 ],[0.7407 ],2206,"[(725.0000, 243.0000)]","[(562.0000, 247.0000)]",[2.912586],[15.918258],[9.480425],[2.912586],[26.011344]
2207,1,[2.5225 ],[7.0491 ],[0.8084 ],2207,"[(717.0000, 255.0000)]","[(562.0000, 258.0000)]",[4.479369],[16.462456],[7.704172],[4.479369],[23.966175]
2208,1,[2.4633 ],[6.7930 ],[0.6207 ],2208,"[(714.0000, 262.0000)]","[(559.0000, 273.0000)]",[1.899771],[1.899771],[14.104803],[1.899771],[0.000000]
2209,1,[2.4479 ],[7.2026 ],[0.6049 ],2209,"[(708.0000, 277.0000)]","[(559.0000, 285.0000)]",[1.781805],[15.076790],[10.102574],[1.781805],[26.589969]
2210,1,[2.3796 ],[6.9172 ],[0.4576 ],2210,"[(705.0000, 281.0000)]","[(554.0000, 292.0000)]",[0.021912],[6.441557],[11.840720],[0.021912],[12.839290]
2211,1,[2.3706 ],[6.8469 ],[0.3910 ],2211,"[(705.0000, 285.0000)]","[(554.0000, 296.0000)]",[0.318448],[4.099225],[11.474588],[0.318448],[7.561554]
2212,1,[2.3667 ],[6.9884 ],[0.3999 ],2212,"[(703.0000, 288.0000)]","[(554.0000, 300.0000)]",[0.399823],[3.986402],[12.163995],[0.399823],[7.173157]
2213,1,[2.3611 ],[6.9499 ],[0.3713 ],2213,"[(703.0000, 288.0000)]","[(554.0000, 303.0000)]",[3.120468],[4.526618],[14.938950],[3.120468],[2.812299]
