frame_num,sensor_ts_ns,wall_ts_ns,is_keyframe,size_bytes,packet_count
12786,7086935596000,1784219801007395062,0,13558,1
12787,7086968919000,1784219801041976458,0,16634,1
12788,7087002243000,1784219801075325699,0,17072,1
12789,7087035561000,1784219801112880438,0,24584,2
12790,7087068896000,1784219801155846736,0,24453,2
12791,7087102215000,1784219801188171691,0,24131,2
12792,7087135529000,1784219801217931577,0,23879,2
12793,7087168848000,1784219801259693164,0,23875,2
12794,7087202175000,1784219801291082053,0,23531,2
12795,7087235502000,1784219801328747587,0,29171,2
12796,7087268813000,1784219801372471304,0,29154,2
12797,7087302152000,1784219801401253940,0,29003,2
12798,7087335472000,1784219801429942707,0,28578,2
12799,7087368786000,1784219801454839176,0,28556,2
12800,7087402097000,1784219801495850344,0,28475,2
12801,7087435421000,1784219801534413166,0,28651,2
12802,7087468756000,1784219801563524095,0,28277,2
12803,7087502072000,1784219801593443906,0,28042,2
12804,7087535390000,1784219801618609353,0,37408,2
12805,7087568709000,1784219801652742328,0,27595,2
12806,7087602028000,1784219801683860719,0,35918,2
12807,7087635350000,1784219801719653974,0,35725,2
12808,7087668673000,1784219801746485258,0,36191,2
12809,7087701993000,1784219801775256709,0,36235,2
12810,7087735310000,1784219801808446063,0,27015,2
12811,7087768631000,1784219801843237364,0,34560,2
12812,7087801959000,1784219801876152702,0,34713,2
12813,7087835274000,1784219801909129762,0,34254,2
12814,7087868595000,1784219801942054099,0,33549,2
12815,7087901916000,1784219801976058186,0,33757,2
12816,7087935241000,1784219802009085152,0,33957,2
12817,7087968559000,1784219802041545994,0,34432,2
12818,7088001884000,1784219802074873976,0,34232,2
12819,7088035205000,1784219802107683759,0,33887,2
12820,7088068527000,1784219802140755540,0,33617,2
12821,7088101846000,1784219802173828098,0,33257,2
12822,7088135168000,1784219802207190932,0,33931,2
12823,7088168490000,1784219802240855337,0,33968,2
12824,7088201811000,1784219802274694814,0,32626,2
12825,7088235131000,1784219802307149341,0,32905,2
12826,7088268453000,1784219802340952078,0,33460,2
12827,7088301775000,1784219802374838536,0,33725,2
12828,7088335095000,1784219802407264915,0,34278,2
12829,7088368419000,1784219802440464491,0,34334,2
12830,7088401739000,1784219802472981036,0,26690,2
12831,7088435062000,1784219802507302176,0,36255,2
12832,7088468382000,1784219802539727444,0,27552,2
12833,7088501703000,1784219802574302396,0,35921,2
12834,7088535025000,1784219802607550489,0,35799,2
12835,7088568346000,1784219802639840166,0,27061,2
12836,7088601667000,1784219802673880030,0,36105,2
12837,7088634990000,1784219802707056477,0,35370,2
12838,7088668310000,1784219802739629836,0,26803,2
12839,7088701631000,1784219802774143048,0,35344,2
12840,7088734961000,1784219802807548344,0,35289,2
12841,7088768275000,1784219802852393143,1,192800,10
12842,7088801596000,1784219802876601044,0,53519,3
