Frame,X,Y,Visibility,BBox_X,BBox_Y,BBox_W,BBox_H
318,[1290],[202],1,[1285],[195],[14],[15]
319,[1290],[198],1,[1282],[191],[16],[18]
320,[0],[0],0,[0],[0],[0],[0]
321,[0],[0],0,[0],[0],[0],[0]
322,[0],[0],0,[0],[0],[0],[0]
323,[0],[0],0,[0],[0],[0],[0]
324,[0],[0],0,[0],[0],[0],[0]
325,[0],[0],0,[0],[0],[0],[0]
326,[466],[933],1,[458],[922],[16],[26]
327,[461],[960],1,[452],[948],[19],[26]
328,[0],[0],0,[0],[0],[0],[0]
329,[0],[0],0,[0],[0],[0],[0]
330,[433],[870],1,[427],[862],[11],[15]
331,[435],[858],1,[430],[855],[11],[11]
332,[0],[0],0,[0],[0],[0],[0]
333,[0],[0],0,[0],[0],[0],[0]
334,[0],[0],0,[0],[0],[0],[0]
335,[0],[0],0,[0],[0],[0],[0]
336,[461],[757],1,[452],[742],[19],[30]
337,[469],[742],1,[461],[731],[19],[26]
338,[478],[735],1,[469],[723],[19],[26]
339,[492],[731],1,[480],[716],[22],[30]
340,[500],[727],1,[489],[712],[22],[30]
341,[506],[723],1,[495],[712],[22],[26]
342,[514],[731],1,[506],[716],[16],[30]
343,[517],[735],1,[509],[723],[19],[26]
344,[528, 419],[746, 937],1,[511, 419],[731, 933],[33, 2],[30, 7]
345,[537],[753],1,[525],[742],[22],[26]
346,[542, 421],[765, 937],1,[534, 419],[750, 933],[16, 5],[33, 7]
347,[554, 427],[780, 941],1,[540, 419],[765, 930],[30, 16],[33, 22]
348,[562],[798],1,[551],[783],[25],[30]
349,[568, 585],[810, 761],1,[559, 576],[795, 750],[19, 19],[30, 26]
350,[615, 607],[675, 708],1,[607, 599],[660, 697],[19, 16],[30, 26]
351,[672, 655],[536, 577],1,[663, 646],[521, 562],[19, 16],[33, 30]
352,[703],[465],1,[691],[450],[22],[33]
353,[728],[397],1,[717],[382],[25],[33]
354,[750],[345],1,[742],[333],[16],[22]
355,[770],[307],1,[756],[288],[28],[37]
356,[787],[277],1,[779],[262],[16],[30]
357,[801],[243],1,[793],[232],[19],[26]
358,[812],[225],1,[804],[213],[16],[26]
359,[818],[210],1,[810],[198],[19],[26]
360,[829],[198],1,[818],[187],[25],[26]
361,[835],[191],1,[826],[176],[19],[30]
362,[838],[180],1,[829],[168],[19],[26]
363,[843],[176],1,[835],[165],[19],[26]
364,[846],[172],1,[838],[161],[19],[22]
365,[852],[168],1,[843],[157],[16],[26]
366,[857],[168],1,[846],[157],[22],[22]
367,[860],[168],1,[852],[157],[19],[26]
368,[863],[176],1,[852],[161],[25],[30]
369,[866],[176],1,[855],[165],[22],[26]
370,[866],[180],1,[855],[168],[22],[26]
371,[869],[183],1,[857],[172],[22],[22]
372,[869],[183],1,[857],[176],[25],[18]
373,[874],[187],1,[863],[180],[22],[18]
374,[874],[195],1,[866],[183],[19],[22]
375,[874],[198],1,[866],[187],[19],[22]
376,[877],[202],1,[871],[195],[14],[18]
377,[880],[195],1,[871],[187],[16],[18]
378,[880],[187],1,[871],[176],[19],[22]
379,[883],[180],1,[874],[168],[19],[22]
380,[885],[172],1,[877],[161],[16],[22]
381,[888],[165],1,[880],[157],[16],[18]
382,[888],[161],1,[883],[153],[11],[15]
383,[888],[157],1,[885],[153],[8],[7]
384,[0],[0],0,[0],[0],[0],[0]
385,[0],[0],0,[0],[0],[0],[0]
386,[0],[0],0,[0],[0],[0],[0]
387,[0],[0],0,[0],[0],[0],[0]
388,[0],[0],0,[0],[0],[0],[0]
389,[0],[0],0,[0],[0],[0],[0]
390,[0],[0],0,[0],[0],[0],[0]
391,[0],[0],0,[0],[0],[0],[0]
392,[860, 705],[135, 18],1,[852, 703],[123, 15],[16, 5],[22, 11]
393,[855, 705],[138, 22],1,[846, 705],[127, 18],[19, 2],[22, 7]
394,[849, 705],[138, 22],1,[840, 705],[127, 22],[19, 2],[22, 3]
395,[846],[142],1,[838],[131],[16],[22]
396,[840],[142],1,[832],[131],[19],[26]
397,[835],[150],1,[826],[138],[19],[26]
398,[826],[157],1,[818],[146],[19],[22]
399,[824],[161],1,[815],[150],[19],[26]
400,[1423, 818],[22, 172],1,[1411, 810],[11, 161],[22, 19],[26, 26]
401,[1414, 812],[41, 183],1,[1403, 804],[26, 172],[22, 19],[30, 22]
402,[1400, 807],[63, 191],1,[1383, 798],[52, 180],[33, 19],[26, 26]
403,[798, 1386],[206, 82],1,[787, 1378],[195, 71],[22, 16],[26, 26]
404,[1380, 787],[101, 221],1,[1369, 779],[90, 210],[22, 16],[26, 26]
405,[1369, 779],[127, 236],1,[1358, 770],[112, 225],[22, 19],[30, 26]
406,[1361, 767],[142, 255],1,[1350, 759],[127, 243],[22, 19],[30, 26]
407,[1350, 762],[161, 273],1,[1335, 753],[146, 262],[30, 19],[33, 26]
408,[1330, 753, 708],[195, 300, 26],1,[1310, 742, 705],[176, 285, 18],[42, 25, 8],[37, 30, 15]
409,[742, 1319, 1338, 708],[318, 206, 198, 26],1,[734, 1313, 1333, 705],[307, 195, 191, 18],[19, 14, 14, 8],[26, 22, 15, 15]
410,[731, 1316, 708],[348, 228, 26],1,[722, 1310, 705],[337, 221, 22],[19, 11, 8],[26, 15, 7]
411,[714],[386],1,[703],[375],[22],[22]
412,[705],[405],1,[697],[393],[19],[26]
413,[694, 1310],[438, 232],1,[686, 1307],[427, 228],[19, 8],[26, 11]
414,[680, 1310],[480, 225],1,[669, 1302],[468, 217],[22, 16],[26, 18]
415,[675, 1310],[506, 213],1,[663, 1302],[491, 202],[22, 16],[30, 22]
416,[663, 1307, 705],[513, 202, 18],1,[652, 1302, 700],[502, 195, 11],[25, 14, 14],[22, 18, 15]
417,[652, 708, 1307],[513, 15, 195],1,[644, 703, 1302],[502, 7, 191],[19, 11, 11],[26, 18, 7]
418,[641, 708, 1307],[517, 18, 187],1,[627, 700, 1305],[506, 7, 183],[28, 16, 5],[22, 22, 7]
419,[630],[521],1,[615],[510],[30],[26]
420,[621],[528],1,[610],[513],[22],[30]
421,[610],[536],1,[599],[521],[25],[33]
422,[601],[547],1,[590],[532],[22],[33]
423,[624],[513],1,[610],[498],[28],[30]
424,[644, 705],[468, 18],1,[632, 700],[457, 11],[22, 14],[26, 18]
425,[666, 705],[438, 18],1,[655, 700],[427, 11],[22, 14],[22, 18]
426,[689, 705],[408, 22],1,[677, 700],[397, 15],[22, 11],[26, 15]
427,[708, 705],[382, 18],1,[700, 703],[371, 15],[19, 8],[22, 11]
428,[725, 708],[360, 18],1,[717, 708],[348, 18],[19, 2],[26, 3]
429,[745],[341],1,[736],[330],[19],[26]
430,[762],[322],1,[750],[311],[25],[22]
431,[779],[307],1,[770],[292],[19],[30]
432,[790],[296],1,[781],[281],[19],[30]
433,[801],[285],1,[793],[273],[16],[26]
434,[810, 1268],[277, 168],1,[801, 1262],[266, 161],[19, 11],[22, 15]
435,[824, 1265],[273, 168],1,[815, 1260],[262, 161],[19, 14],[22, 18]
436,[835, 1265],[266, 176],1,[824, 1257],[255, 165],[22, 19],[26, 26]
437,[1265, 840],[183, 266],1,[1254, 832],[172, 255],[22, 19],[22, 22]
438,[1262, 846],[187, 266],1,[1248, 838],[176, 255],[28, 19],[26, 22]
439,[1251, 852],[198, 262],1,[1237, 843],[187, 251],[28, 19],[22, 26]
440,[1248, 860],[202, 266],1,[1237, 852],[191, 255],[25, 19],[26, 26]
441,[863, 1243],[266, 210],1,[855, 1234],[255, 198],[19, 16],[26, 26]
442,[871, 1240],[270, 213],1,[863, 1231],[258, 206],[16, 16],[22, 18]
443,[874, 1240],[273, 213],1,[866, 1231],[262, 206],[16, 16],[22, 15]
444,[877, 1237],[273, 206],1,[869, 1231],[262, 202],[19, 14],[26, 11]
445,[880, 1237],[281, 202],1,[871, 1234],[266, 202],[19, 5],[30, 3]
446,[885, 1234],[285, 198],1,[877, 1231],[273, 195],[19, 8],[26, 7]
447,[888, 1237],[288, 195],1,[880, 1231],[277, 187],[19, 14],[26, 15]
448,[1237, 894],[183, 303],1,[1220, 883],[172, 292],[33, 22],[26, 22]
449,[1234, 897],[183, 311],1,[1220, 885],[172, 300],[30, 22],[26, 22]
450,[1234, 900],[183, 318],1,[1220, 888],[172, 307],[28, 22],[22, 22]
451,[902, 1231],[322, 180],1,[894, 1220],[311, 172],[19, 25],[26, 18]
452,[905, 1231],[326, 180],1,[897, 1220],[315, 172],[16, 22],[26, 18]
453,[908, 1229],[326, 180],1,[900, 1220],[315, 172],[16, 19],[22, 18]
454,[908, 1231],[322, 191],1,[902, 1231],[315, 191],[14, 2],[15, 3]
455,[914],[315],1,[905],[303],[16],[22]
456,[916, 1229],[311, 213],1,[908, 1220],[300, 202],[19, 19],[26, 22]
