EventWall_ns,RowType,Source_Index,Source_WallClock_ns,HQ_Index,HQ_WallClock_ns,WallTimeDifference_ns,WallTimeDifference_ms
1784219541510206486,MATCHED,4956,1784219541510206486,4997,1784219541507681100,2525386,2.525386
1784219541543165624,MATCHED,4957,1784219541543165624,4998,1784219541537018646,6146978,6.146978
1784219541576554145,MATCHED,4958,1784219541576554145,4999,1784219541568741119,7813026,7.813026
1784219541610937025,MATCHED,4959,1784219541610937025,5000,1784219541601251371,9685654,9.685654
1784219541657178961,MATCHED,4960,1784219541657178961,5002,1784219541668454451,-11275490,-11.275490
1784219541691651655,MATCHED,4961,1784219541691651655,5003,1784219541700050979,-8399324,-8.399324
1784219541724241296,MATCHED,4962,1784219541724241296,5004,1784219541733726140,-9484844,-9.484844
1784219541760991262,MATCHED,4963,1784219541760991262,5005,1784219541770466729,-9475467,-9.475467
1784219541795783064,MATCHED,4964,1784219541795783064,5006,1784219541800023737,-4240673,-4.240673
1784219541829979169,MATCHED,4965,1784219541829979169,5007,1784219541833387193,-3408024,-3.408024
1784219541849226994,MATCHED,4966,1784219541849226994,5007,1784219541833387193,15839801,15.839801
1784219541878326192,MATCHED,4967,1784219541878326192,5008,1784219541867711484,10614708,10.614708
1784219541913248808,MATCHED,4968,1784219541913248808,5009,1784219541901505163,11743645,11.743645
1784219541945861634,MATCHED,4969,1784219541945861634,5010,1784219541936451269,9410365,9.410365
1784219541977953040,MATCHED,4970,1784219541977953040,5011,1784219541966355592,11597448,11.597448
1784219542010129037,MATCHED,4971,1784219542010129037,5012,1784219541999914419,10214618,10.214618
1784219542042881177,MATCHED,4972,1784219542042881177,5013,1784219542035392729,7488448,7.488448
1784219542075479707,MATCHED,4973,1784219542075479707,5014,1784219542068067222,7412485,7.412485
1784219542109669682,MATCHED,4974,1784219542109669682,5015,1784219542101840123,7829559,7.829559
1784219542142845539,MATCHED,4975,1784219542142845539,5016,1784219542135251617,7593922,7.593922
1784219542175697937,MATCHED,4976,1784219542175697937,5017,1784219542167327183,8370754,8.370754
1784219542209610841,MATCHED,4977,1784219542209610841,5018,1784219542200411009,9199832,9.199832
1784219542244192701,MATCHED,4978,1784219542244192701,5019,1784219542233349558,10843143,10.843143
1784219542276030554,MATCHED,4979,1784219542276030554,5020,1784219542266716014,9314540,9.314540
1784219542314285448,MATCHED,4980,1784219542314285448,5021,1784219542299943081,14342367,14.342367
1784219542343601329,MATCHED,4981,1784219542343601329,5022,1784219542333645186,9956143,9.956143
1784219542375495496,MATCHED,4982,1784219542375495496,5023,1784219542366635179,8860317,8.860317
1784219542408940369,MATCHED,4983,1784219542408940369,5024,1784219542400156673,8783696,8.783696
1784219542443760355,MATCHED,4984,1784219542443760355,5025,1784219542433476759,10283596,10.283596
1784219542476332534,MATCHED,4985,1784219542476332534,5026,1784219542466388381,9944153,9.944153
1784219542508525383,MATCHED,4986,1784219542508525383,5027,1784219542500226727,8298656,8.298656
1784219542542464435,MATCHED,4987,1784219542542464435,5028,1784219542532914701,9549734,9.549734
1784219542575665181,MATCHED,4988,1784219542575665181,5029,1784219542566523287,9141894,9.141894
1784219542610865738,MATCHED,4989,1784219542610865738,5030,1784219542602153746,8711992,8.711992
1784219542646102091,MATCHED,4990,1784219542646102091,5031,1784219542637637630,8464461,8.464461
1784219542675980132,MATCHED,4991,1784219542675980132,5032,1784219542669288122,6692010,6.692010
1784219542709358894,MATCHED,4992,1784219542709358894,5033,1784219542702247744,7111150,7.111150
1784219542744383768,MATCHED,4993,1784219542744383768,5034,1784219542736839220,7544548,7.544548
1784219542775679386,MATCHED,4994,1784219542775679386,5035,1784219542773417050,2262336,2.262336
1784219542809635345,MATCHED,4995,1784219542809635345,5036,1784219542802916317,6719028,6.719028
1784219542843013478,MATCHED,4996,1784219542843013478,5037,1784219542832970604,10042874,10.042874
1784219542875720562,MATCHED,4997,1784219542875720562,5038,1784219542867368283,8352279,8.352279
1784219542908541312,MATCHED,4998,1784219542908541312,5039,1784219542906872912,1668400,1.668400
1784219542942879675,MATCHED,4999,1784219542942879675,5040,1784219542947119245,-4239570,-4.239570
1784219542975772479,MATCHED,5000,1784219542975772479,5041,1784219542971465156,4307323,4.307323
1784219543009029261,MATCHED,5001,1784219543009029261,5042,1784219543001924369,7104892,7.104892
1784219543041773641,MATCHED,5002,1784219543041773641,5043,1784219543032034359,9739282,9.739282
1784219543075924284,MATCHED,5003,1784219543075924284,5044,1784219543065210130,10714154,10.714154
1784219543109043715,MATCHED,5004,1784219543109043715,5045,1784219543097460437,11583278,11.583278
1784219543142616438,MATCHED,5005,1784219543142616438,5046,1784219543130627338,11989100,11.989100
1784219543175685908,MATCHED,5006,1784219543175685908,5047,1784219543164655480,11030428,11.030428
1784219543208884079,MATCHED,5007,1784219543208884079,5048,1784219543199894401,8989678,8.989678
1784219543242276989,MATCHED,5008,1784219543242276989,5049,1784219543231554097,10722892,10.722892
1784219543275001684,MATCHED,5009,1784219543275001684,5050,1784219543264656905,10344779,10.344779
1784219543308915052,MATCHED,5010,1784219543308915052,5051,1784219543298553324,10361728,10.361728
1784219543344156108,MATCHED,5011,1784219543344156108,5052,1784219543331669206,12486902,12.486902
1784219543380909852,MATCHED,5012,1784219543380909852,5053,1784219543365019459,15890393,15.890393
1784219543412897610,MATCHED,5013,1784219543412897610,5054,1784219543399067731,13829879,13.829879
1784219543445627158,MATCHED,5014,1784219543445627158,5055,1784219543431641001,13986157,13.986157
1784219543481520170,MATCHED,5015,1784219543481520170,5056,1784219543464945883,16574287,16.574287
1784219543513054526,MATCHED,5016,1784219543513054526,5057,1784219543499322378,13732148,13.732148
1784219543548953279,MATCHED,5017,1784219543548953279,5058,1784219543532042222,16911057,16.911057
1784219543583006237,MATCHED,5018,1784219543583006237,5060,1784219543599355969,-16349732,-16.349732
1784219543612412377,MATCHED,5019,1784219543612412377,5060,1784219543599355969,13056408,13.056408
1784219543645810120,MATCHED,5020,1784219543645810120,5061,1784219543632873240,12936880,12.936880
1784219543680135705,MATCHED,5021,1784219543680135705,5062,1784219543665870177,14265528,14.265528
1784219543710197670,MATCHED,5022,1784219543710197670,5063,1784219543699520893,10676777,10.676777
1784219543743830189,MATCHED,5023,1784219543743830189,5064,1784219543732526923,11303266,11.303266
1784219543778560881,MATCHED,5024,1784219543778560881,5065,1784219543766069565,12491316,12.491316
1784219543809726315,MATCHED,5025,1784219543809726315,5066,1784219543799108743,10617572,10.617572
1784219543843978475,MATCHED,5026,1784219543843978475,5067,1784219543832524737,11453738,11.453738
1784219543877110073,MATCHED,5027,1784219543877110073,5068,1784219543865616545,11493528,11.493528
1784219543908888871,MATCHED,5028,1784219543908888871,5069,1784219543898982538,9906333,9.906333
1784219543942057136,MATCHED,5029,1784219543942057136,5070,1784219543932334902,9722234,9.722234
1784219543975294807,MATCHED,5030,1784219543975294807,5071,1784219543965775191,9519616,9.519616
1784219544008640995,MATCHED,5031,1784219544008640995,5072,1784219543999182129,9458866,9.458866
1784219544042057979,MATCHED,5032,1784219544042057979,5073,1784219544032620382,9437597,9.437597
1784219544075235966,MATCHED,5033,1784219544075235966,5074,1784219544066456542,8779424,8.779424
1784219544107969846,MATCHED,5034,1784219544107969846,5075,1784219544100802888,7166958,7.166958
1784219544142538558,MATCHED,5035,1784219544142538558,5076,1784219544132786251,9752307,9.752307
1784219544176061448,MATCHED,5036,1784219544176061448,5077,1784219544165756170,10305278,10.305278
1784219544209269768,MATCHED,5037,1784219544209269768,5078,1784219544199169978,10099790,10.099790
1784219544244334178,MATCHED,5038,1784219544244334178,5079,1784219544233322565,11011613,11.011613
1784219544274582271,MATCHED,5039,1784219544274582271,5080,1784219544265601909,8980362,8.980362
1784219544314171298,MATCHED,5040,1784219544314171298,5081,1784219544301232293,12939005,12.939005
1784219544342955629,MATCHED,5041,1784219544342955629,5082,1784219544333385915,9569714,9.569714
1784219544375285644,MATCHED,5042,1784219544375285644,5083,1784219544365947648,9337996,9.337996
1784219544408722016,MATCHED,5043,1784219544408722016,5084,1784219544398891364,9830652,9.830652
1784219544441429600,MATCHED,5044,1784219544441429600,5085,1784219544434533341,6896259,6.896259
1784219544475206525,MATCHED,5045,1784219544475206525,5086,1784219544467349630,7856895,7.856895
1784219544509263224,MATCHED,5046,1784219544509263224,5087,1784219544500221345,9041879,9.041879
1784219544543486791,MATCHED,5047,1784219544543486791,5088,1784219544538371139,5115652,5.115652
1784219544577202661,MATCHED,5048,1784219544577202661,5089,1784219544567491980,9710681,9.710681
1784219544607839509,MATCHED,5049,1784219544607839509,5090,1784219544600355955,7483554,7.483554
1784219544641771561,MATCHED,5050,1784219544641771561,5091,1784219544632323965,9447596,9.447596
1784219544674610551,MATCHED,5051,1784219544674610551,5092,1784219544666602330,8008221,8.008221
1784219544709463797,MATCHED,5052,1784219544709463797,5093,1784219544700684972,8778825,8.778825
1784219544742612247,MATCHED,5053,1784219544742612247,5094,1784219544733717298,8894949,8.894949
1784219544775054427,MATCHED,5054,1784219544775054427,5095,1784219544765912439,9141988,9.141988
1784219544808496485,MATCHED,5055,1784219544808496485,5096,1784219544800408692,8087793,8.087793
1784219544842153244,MATCHED,5056,1784219544842153244,5097,1784219544833649278,8503966,8.503966
1784219544875661171,MATCHED,5057,1784219544875661171,5098,1784219544866622493,9038678,9.038678
1784219544908482050,MATCHED,5058,1784219544908482050,5099,1784219544900187987,8294063,8.294063
1784219544943366592,MATCHED,5059,1784219544943366592,5100,1784219544946318159,-2951567,-2.951567
1784219544977424365,MATCHED,5060,1784219544977424365,5101,1784219544972175219,5249146,5.249146
1784219545008564041,MATCHED,5061,1784219545008564041,5102,1784219545002907599,5656442,5.656442
1784219545042764831,MATCHED,5062,1784219545042764831,5103,1784219545033454331,9310500,9.310500
1784219545077886000,MATCHED,5063,1784219545077886000,5104,1784219545063594043,14291957,14.291957
1784219545121697166,MATCHED,5064,1784219545121697166,5106,1784219545130925697,-9228531,-9.228531
1784219545150467386,MATCHED,5065,1784219545150467386,5107,1784219545167419823,-16952437,-16.952437
1784219545178142507,MATCHED,5066,1784219545178142507,5107,1784219545167419823,10722684,10.722684
1784219545210065859,MATCHED,5067,1784219545210065859,5108,1784219545202555392,7510467,7.510467
1784219545241757770,MATCHED,5068,1784219545241757770,5109,1784219545235773681,5984089,5.984089
1784219545274282597,MATCHED,5069,1784219545274282597,5110,1784219545272892345,1390252,1.390252
1784219545308326555,MATCHED,5070,1784219545308326555,5111,1784219545303310150,5016405,5.016405
1784219545341530338,MATCHED,5071,1784219545341530338,5112,1784219545336212440,5317898,5.317898
1784219545375002191,MATCHED,5072,1784219545375002191,5113,1784219545371376120,3626071,3.626071
1784219545409721791,MATCHED,5073,1784219545409721791,5114,1784219545403319464,6402327,6.402327
1784219545441677828,MATCHED,5074,1784219545441677828,5115,1784219545438141107,3536721,3.536721
1784219545474949646,MATCHED,5075,1784219545474949646,5116,1784219545468682097,6267549,6.267549
1784219545507559232,MATCHED,5076,1784219545507559232,5117,1784219545504791297,2767935,2.767935
1784219545541365545,MATCHED,5077,1784219545541365545,5118,1784219545541112478,253067,0.253067
1784219545574860083,MATCHED,5078,1784219545574860083,5119,1784219545574410249,449834,0.449834
1784219545610668634,MATCHED,5079,1784219545610668634,5120,1784219545600676458,9992176,9.992176
1784219545640674562,MATCHED,5080,1784219545640674562,5121,1784219545637746270,2928292,2.928292
1784219545674607948,MATCHED,5081,1784219545674607948,5122,1784219545669619558,4988390,4.988390
1784219545708081061,MATCHED,5082,1784219545708081061,5123,1784219545705937610,2143451,2.143451
1784219545741262751,MATCHED,5083,1784219545741262751,5124,1784219545736288860,4973891,4.973891
1784219545774035316,MATCHED,5084,1784219545774035316,5125,1784219545770567909,3467407,3.467407
1784219545807846444,MATCHED,5085,1784219545807846444,5126,1784219545802601957,5244487,5.244487
1784219545841640035,MATCHED,5086,1784219545841640035,5127,1784219545838709545,2930490,2.930490
1784219545874880799,MATCHED,5087,1784219545874880799,5128,1784219545871775613,3105186,3.105186
1784219545911548969,MATCHED,5088,1784219545911548969,5129,1784219545904003438,7545531,7.545531
1784219545943376304,MATCHED,5089,1784219545943376304,5130,1784219545933506243,9870061,9.870061
1784219545975414617,MATCHED,5090,1784219545975414617,5131,1784219545968192645,7221972,7.221972
1784219546009658537,MATCHED,5091,1784219546009658537,5132,1784219546002054361,7604176,7.604176
1784219546048251038,MATCHED,5092,1784219546048251038,5133,1784219546033591241,14659797,14.659797
1784219546081196342,MATCHED,5093,1784219546081196342,5134,1784219546068676348,12519994,12.519994
1784219546108206470,MATCHED,5094,1784219546108206470,5135,1784219546116841021,-8634551,-8.634551
1784219546141025590,MATCHED,5095,1784219546141025590,5136,1784219546158490596,-17465006,-17.465006
1784219546173749193,MATCHED,5096,1784219546173749193,5136,1784219546158490596,15258597,15.258597
1784219546207481951,MATCHED,5097,1784219546207481951,5137,1784219546193035924,14446027,14.446027
1784219546241562687,MATCHED,5098,1784219546241562687,5138,1784219546226679436,14883251,14.883251
1784219546273916109,MATCHED,5099,1784219546273916109,5139,1784219546259899577,14016532,14.016532
1784219546312976345,MATCHED,5100,1784219546312976345,5141,1784219546327186213,-14209868,-14.209868
1784219546341960248,MATCHED,5101,1784219546341960248,5141,1784219546327186213,14774035,14.774035
1784219546378436124,MATCHED,5102,1784219546378436124,5143,1784219546390346474,-11910350,-11.910350
1784219546408803012,MATCHED,5103,1784219546408803012,5144,1784219546407055193,1747819,1.747819
1784219546442100905,MATCHED,5104,1784219546442100905,5145,1784219546433325661,8775244,8.775244
1784219546481404935,MATCHED,5105,1784219546481404935,5146,1784219546465533579,15871356,15.871356
1784219546509654587,MATCHED,5106,1784219546509654587,5147,1784219546499550184,10104403,10.104403
1784219546541298016,MATCHED,5107,1784219546541298016,5148,1784219546531466658,9831358,9.831358
1784219546576194502,MATCHED,5108,1784219546576194502,5149,1784219546565053540,11140962,11.140962
1784219546607465047,MATCHED,5109,1784219546607465047,5150,1784219546598112682,9352365,9.352365
1784219546642042055,MATCHED,5110,1784219546642042055,5151,1784219546632235620,9806435,9.806435
1784219546673452228,MATCHED,5111,1784219546673452228,5152,1784219546666262892,7189336,7.189336
1784219546706754713,MATCHED,5112,1784219546706754713,5153,1784219546698067310,8687403,8.687403
1784219546740373769,MATCHED,5113,1784219546740373769,5154,1784219546732098267,8275502,8.275502
1784219546774130897,MATCHED,5114,1784219546774130897,5155,1784219546766462205,7668692,7.668692
1784219546807954691,MATCHED,5115,1784219546807954691,5156,1784219546799010679,8944012,8.944012
1784219546846951355,MATCHED,5116,1784219546846951355,5157,1784219546834078174,12873181,12.873181
1784219546886601992,MATCHED,5117,1784219546886601992,5159,1784219546899566290,-12964298,-12.964298
1784219546919934477,MATCHED,5118,1784219546919934477,5159,1784219546899566290,20368187,20.368187
1784219546961239281,MATCHED,5119,1784219546961239281,5161,1784219546968799964,-7560683,-7.560683
1784219546994051957,MATCHED,5120,1784219546994051957,5162,1784219546997897638,-3845681,-3.845681
1784219547032272684,MATCHED,5121,1784219547032272684,5163,1784219547029585352,2687332,2.687332
1784219547061045368,MATCHED,5122,1784219547061045368,5164,1784219547063216679,-2171311,-2.171311
1784219547090208954,MATCHED,5123,1784219547090208954,5165,1784219547096557413,-6348459,-6.348459
1784219547121963752,MATCHED,5124,1784219547121963752,5166,1784219547129745684,-7781932,-7.781932
1784219547161250394,MATCHED,5125,1784219547161250394,5167,1784219547163128844,-1878450,-1.878450
1784219547192759362,MATCHED,5126,1784219547192759362,5168,1784219547196932431,-4173069,-4.173069
1784219547225356873,MATCHED,5127,1784219547225356873,5169,1784219547230762239,-5405366,-5.405366
1784219547258211808,MATCHED,5128,1784219547258211808,5170,1784219547264818585,-6606777,-6.606777
1784219547294982588,MATCHED,5129,1784219547294982588,5171,1784219547297688430,-2705842,-2.705842
1784219547327521804,MATCHED,5130,1784219547327521804,5172,1784219547330624645,-3102841,-3.102841
1784219547347884524,MATCHED,5131,1784219547347884524,5173,1784219547364376731,-16492207,-16.492207
1784219547373973941,MATCHED,5132,1784219547373973941,5173,1784219547364376731,9597210,9.597210
1784219547407811031,MATCHED,5133,1784219547407811031,5174,1784219547397827540,9983491,9.983491
1784219547440458505,MATCHED,5134,1784219547440458505,5175,1784219547431058218,9400287,9.400287
1784219547473328254,MATCHED,5135,1784219547473328254,5176,1784219547464293489,9034765,9.034765
1784219547507193881,MATCHED,5136,1784219547507193881,5177,1784219547499955262,7238619,7.238619
1784219547540559032,MATCHED,5137,1784219547540559032,5178,1784219547531169957,9389075,9.389075
1784219547574687823,MATCHED,5138,1784219547574687823,5179,1784219547564697506,9990317,9.990317
1784219547606428788,MATCHED,5139,1784219547606428788,5180,1784219547597656388,8772400,8.772400
1784219547640403470,MATCHED,5140,1784219547640403470,5181,1784219547631096678,9306792,9.306792
1784219547673751621,MATCHED,5141,1784219547673751621,5182,1784219547664227838,9523783,9.523783
1784219547706857479,MATCHED,5142,1784219547706857479,5183,1784219547697667776,9189703,9.189703
1784219547739640636,MATCHED,5143,1784219547739640636,5184,1784219547730901047,8739589,8.739589
1784219547773915574,MATCHED,5144,1784219547773915574,5185,1784219547765216745,8698829,8.698829
1784219547806948988,MATCHED,5145,1784219547806948988,5186,1784219547801175315,5773673,5.773673
1784219547839680535,MATCHED,5146,1784219547839680535,5187,1784219547833253770,6426765,6.426765
1784219547873573477,MATCHED,5147,1784219547873573477,5188,1784219547866983800,6589677,6.589677
1784219547908093948,MATCHED,5148,1784219547908093948,5189,1784219547899866016,8227932,8.227932
1784219547941302194,MATCHED,5149,1784219547941302194,5190,1784219547932198601,9103593,9.103593
1784219547976136644,MATCHED,5150,1784219547976136644,5191,1784219547966430317,9706327,9.706327
1784219548007506817,MATCHED,5151,1784219548007506817,5192,1784219547999344384,8162433,8.162433
1784219548042340285,MATCHED,5152,1784219548042340285,5193,1784219548030992691,11347594,11.347594
1784219548075526308,MATCHED,5153,1784219548075526308,5194,1784219548064294702,11231606,11.231606
1784219548107531734,MATCHED,5154,1784219548107531734,5195,1784219548098602382,8929352,8.929352
1784219548140193467,MATCHED,5155,1784219548140193467,5196,1784219548130817170,9376297,9.376297
1784219548172817200,MATCHED,5156,1784219548172817200,5197,1784219548164054886,8762314,8.762314
1784219548206697994,MATCHED,5157,1784219548206697994,5198,1784219548197415694,9282300,9.282300
1784219548239328875,MATCHED,5158,1784219548239328875,5199,1784219548230756947,8571928,8.571928
1784219548275167184,MATCHED,5159,1784219548275167184,5200,1784219548266284516,8882668,8.882668
1784219548313637187,MATCHED,5160,1784219548313637187,5201,1784219548298721083,14916104,14.916104
1784219548342044467,MATCHED,5161,1784219548342044467,5202,1784219548331362353,10682114,10.682114
1784219548375447728,MATCHED,5162,1784219548375447728,5203,1784219548365614180,9833548,9.833548
1784219548408069443,MATCHED,5163,1784219548408069443,5204,1784219548397557487,10511956,10.511956
1784219548439883760,MATCHED,5164,1784219548439883760,5205,1784219548431275370,8608390,8.608390
1784219548478188079,MATCHED,5165,1784219548478188079,5206,1784219548468116866,10071213,10.071213
1784219548509753287,MATCHED,5166,1784219548509753287,5207,1784219548498781857,10971430,10.971430
1784219548540306635,MATCHED,5167,1784219548540306635,5208,1784219548533716185,6590450,6.590450
1784219548572443670,MATCHED,5168,1784219548572443670,5209,1784219548568697514,3746156,3.746156
1784219548611701109,MATCHED,5169,1784219548611701109,5210,1784219548597619670,14081439,14.081439
1784219548639992816,MATCHED,5170,1784219548639992816,5211,1784219548631428978,8563838,8.563838
1784219548672694807,MATCHED,5171,1784219548672694807,5212,1784219548665871584,6823223,6.823223
1784219548706166217,MATCHED,5172,1784219548706166217,5213,1784219548699401818,6764399,6.764399
1784219548739830809,MATCHED,5173,1784219548739830809,5214,1784219548732061588,7769221,7.769221
1784219548774260226,MATCHED,5174,1784219548774260226,5215,1784219548767394158,6866068,6.866068
1784219548806215856,MATCHED,5175,1784219548806215856,5216,1784219548799478076,6737780,6.737780
1784219548839753042,MATCHED,5176,1784219548839753042,5217,1784219548830685604,9067438,9.067438
1784219548874487900,MATCHED,5177,1784219548874487900,5218,1784219548866175303,8312597,8.312597
1784219548908350268,MATCHED,5178,1784219548908350268,5219,1784219548899266555,9083713,9.083713
1784219548942014305,MATCHED,5179,1784219548942014305,5220,1784219548943377040,-1362735,-1.362735
1784219548974177728,MATCHED,5180,1784219548974177728,5221,1784219548968288933,5888795,5.888795
1784219549006454595,MATCHED,5181,1784219549006454595,5222,1784219549001903760,4550835,4.550835
1784219549040803421,MATCHED,5182,1784219549040803421,5223,1784219549032783214,8020207,8.020207
1784219549077958271,MATCHED,5183,1784219549077958271,5224,1784219549062188556,15769715,15.769715
1784219549110496431,MATCHED,5184,1784219549110496431,5225,1784219549096365679,14130752,14.130752
1784219549141590811,MATCHED,5185,1784219549141590811,5226,1784219549134177936,7412875,7.412875
1784219549172438712,MATCHED,5186,1784219549172438712,5227,1784219549171570452,868260,0.868260
1784219549206364987,MATCHED,5187,1784219549206364987,5228,1784219549203648259,2716728,2.716728
1784219549239834933,MATCHED,5188,1784219549239834933,5229,1784219549243137554,-3302621,-3.302621
1784219549273187473,MATCHED,5189,1784219549273187473,5230,1784219549270926968,2260505,2.260505
1784219549306043297,MATCHED,5190,1784219549306043297,5231,1784219549302352274,3691023,3.691023
1784219549339817943,MATCHED,5191,1784219549339817943,5232,1784219549338313752,1504191,1.504191
1784219549373157354,MATCHED,5192,1784219549373157354,5233,1784219549371192689,1964665,1.964665
1784219549406583097,MATCHED,5193,1784219549406583097,5234,1784219549399662845,6920252,6.920252
1784219549439089017,MATCHED,5194,1784219549439089017,5235,1784219549432963393,6125624,6.125624
1784219549472979162,MATCHED,5195,1784219549472979162,5236,1784219549464818330,8160832,8.160832
1784219549506512460,MATCHED,5196,1784219549506512460,5237,1784219549500760733,5751727,5.751727
1784219549540375568,MATCHED,5197,1784219549540375568,5238,1784219549536377006,3998562,3.998562
1784219549572323050,MATCHED,5198,1784219549572323050,5239,1784219549568399535,3923515,3.923515
1784219549608180192,MATCHED,5199,1784219549608180192,5240,1784219549602669770,5510422,5.510422
1784219549639521699,MATCHED,5200,1784219549639521699,5241,1784219549631129889,8391810,8.391810
1784219549672147525,MATCHED,5201,1784219549672147525,5242,1784219549664579641,7567884,7.567884
1784219549706037466,MATCHED,5202,1784219549706037466,5243,1784219549698254617,7782849,7.782849
1784219549739334674,MATCHED,5203,1784219549739334674,5244,1784219549733293297,6041377,6.041377
1784219549772799713,MATCHED,5204,1784219549772799713,5245,1784219549766929012,5870701,5.870701
1784219549805891367,MATCHED,5205,1784219549805891367,5246,1784219549799130875,6760492,6.760492
1784219549839873104,MATCHED,5206,1784219549839873104,5247,1784219549833451073,6422031,6.422031
1784219549872752075,MATCHED,5207,1784219549872752075,5248,1784219549867161048,5591027,5.591027
1784219549907059901,MATCHED,5208,1784219549907059901,5249,1784219549898811836,8248065,8.248065
1784219549938907939,MATCHED,5209,1784219549938907939,5250,1784219549933969813,4938126,4.938126
1784219549973800907,MATCHED,5210,1784219549973800907,5251,1784219549967421269,6379638,6.379638
1784219550007022801,MATCHED,5211,1784219550007022801,5252,1784219549996772203,10250598,10.250598
1784219550045707597,MATCHED,5212,1784219550045707597,5253,1784219550030327252,15380345,15.380345
1784219550072966389,MATCHED,5213,1784219550072966389,5254,1784219550063529857,9436532,9.436532
1784219550107587101,MATCHED,5214,1784219550107587101,5255,1784219550096829091,10758010,10.758010
1784219550139279474,MATCHED,5215,1784219550139279474,5256,1784219550131322992,7956482,7.956482
1784219550171881670,MATCHED,5216,1784219550171881670,5257,1784219550163434225,8447445,8.447445
1784219550205913759,MATCHED,5217,1784219550205913759,5258,1784219550196660811,9252948,9.252948
1784219550238757860,MATCHED,5218,1784219550238757860,5259,1784219550231473361,7284499,7.284499
1784219550272591191,MATCHED,5219,1784219550272591191,5260,1784219550264054947,8536244,8.536244
1784219550310735679,MATCHED,5220,1784219550310735679,5261,1784219550297461385,13274294,13.274294
1784219550340356612,MATCHED,5221,1784219550340356612,5262,1784219550331696897,8659715,8.659715
1784219550373655338,MATCHED,5222,1784219550373655338,5263,1784219550363422352,10232986,10.232986
1784219550407924849,MATCHED,5223,1784219550407924849,5264,1784219550396653049,11271800,11.271800
1784219550438050592,MATCHED,5224,1784219550438050592,5265,1784219550430914951,7135641,7.135641
1784219550471967644,MATCHED,5225,1784219550471967644,5266,1784219550463222739,8744905,8.744905
1784219550505985936,MATCHED,5226,1784219550505985936,5267,1784219550496679233,9306703,9.306703
1784219550540449464,MATCHED,5227,1784219550540449464,5268,1784219550530925431,9524033,9.524033
1784219550574605125,MATCHED,5228,1784219550574605125,5269,1784219550564517498,10087627,10.087627
1784219550606588384,MATCHED,5229,1784219550606588384,5270,1784219550596609953,9978431,9.978431
1784219550638850788,MATCHED,5230,1784219550638850788,5271,1784219550629788058,9062730,9.062730
1784219550673689793,MATCHED,5231,1784219550673689793,5272,1784219550665162738,8527055,8.527055
1784219550705298890,MATCHED,5232,1784219550705298890,5273,1784219550697642638,7656252,7.656252
1784219550738352081,MATCHED,5233,1784219550738352081,5274,1784219550730137982,8214099,8.214099
1784219550771720084,MATCHED,5234,1784219550771720084,5275,1784219550763931384,7788700,7.788700
1784219550805815357,MATCHED,5235,1784219550805815357,5276,1784219550797732488,8082869,8.082869
1784219550839207397,MATCHED,5236,1784219550839207397,5277,1784219550830400296,8807101,8.807101
1784219550872601048,MATCHED,5237,1784219550872601048,5278,1784219550864996920,7604128,7.604128
1784219550905049653,MATCHED,5238,1784219550905049653,5279,1784219550901511120,3538533,3.538533
1784219550939066742,MATCHED,5239,1784219550939066742,5280,1784219550943449195,-4382453,-4.382453
1784219550972244469,MATCHED,5240,1784219550972244469,5281,1784219550967964588,4279881,4.279881
1784219551005663157,MATCHED,5241,1784219551005663157,5282,1784219550997092707,8570450,8.570450
1784219551038294094,MATCHED,5242,1784219551038294094,5283,1784219551029343422,8950672,8.950672
1784219551072357311,MATCHED,5243,1784219551072357311,5284,1784219551063795657,8561654,8.561654
1784219551105652074,MATCHED,5244,1784219551105652074,5285,1784219551096317705,9334369,9.334369
1784219551140471635,MATCHED,5245,1784219551140471635,5286,1784219551129284346,11187289,11.187289
1784219551171689162,MATCHED,5246,1784219551171689162,5287,1784219551162934321,8754841,8.754841
1784219551205471401,MATCHED,5247,1784219551205471401,5288,1784219551195930573,9540828,9.540828
1784219551238867904,MATCHED,5248,1784219551238867904,5289,1784219551228990066,9877838,9.877838
1784219551272187315,MATCHED,5249,1784219551272187315,5290,1784219551263482061,8705254,8.705254
1784219551304894251,MATCHED,5250,1784219551304894251,5291,1784219551295899942,8994309,8.994309
1784219551338657675,MATCHED,5251,1784219551338657675,5292,1784219551328893417,9764258,9.764258
1784219551371864161,MATCHED,5252,1784219551371864161,5293,1784219551363115781,8748380,8.748380
1784219551405533791,MATCHED,5253,1784219551405533791,5294,1784219551405604764,-70973,-0.070973
1784219551439433103,MATCHED,5254,1784219551439433103,5295,1784219551456212384,-16779281,-16.779281
1784219551471968022,MATCHED,5255,1784219551471968022,5295,1784219551456212384,15755638,15.755638
1784219551505308488,MATCHED,5256,1784219551505308488,5296,1784219551493285955,12022533,12.022533
1784219551540387528,MATCHED,5257,1784219551540387528,5297,1784219551526040559,14346969,14.346969
1784219551571877755,MATCHED,5258,1784219551571877755,5298,1784219551558189996,13687759,13.687759
1784219551605683439,MATCHED,5259,1784219551605683439,5299,1784219551594032417,11651022,11.651022
1784219551639819989,MATCHED,5260,1784219551639819989,5300,1784219551624451704,15368285,15.368285
1784219551671878080,MATCHED,5261,1784219551671878080,5301,1784219551658876662,13001418,13.001418
1784219551704659516,MATCHED,5262,1784219551704659516,5303,1784219551709200430,-4540914,-4.540914
1784219551738443699,MATCHED,5263,1784219551738443699,5304,1784219551737370733,1072966,1.072966
