frame_num,sensor_ts_ns,wall_ts_ns,is_keyframe,size_bytes,packet_count
20350,12664143095000,1779984109332350929,0,8553,1
20351,12664176413000,1779984109363911432,0,8140,1
20352,12664209733000,1779984109397350241,0,12031,1
20353,12664243050000,1779984109430741125,0,11789,1
20354,12664276370000,1779984109463985121,0,11517,1
20355,12664309687000,1779984109497441115,0,11381,1
20356,12664343006000,1779984109531015552,0,11474,1
20357,12664376326000,1779984109565147999,0,17300,1
20358,12664409642000,1779984109597243364,0,11420,1
20359,12664442961000,1779984109632549720,0,17112,1
20360,12664476280000,1779984109664563902,0,16854,1
20361,12664509598000,1779984109699539374,0,16991,1
20362,12664542921000,1779984109732731482,0,17331,1
20363,12664576236000,1779984109764180691,0,16888,1
20364,12664609552000,1779984109797517816,0,17174,1
20365,12664642871000,1779984109830904829,0,17048,1
20366,12664676189000,1779984109864093420,0,16947,1
20367,12664709508000,1779984109897490989,0,16833,1
20368,12664742827000,1779984109931195590,0,16811,1
20369,12664776144000,1779984109964209035,0,16413,1
20370,12664809464000,1779984109997614011,0,16527,1
20371,12664842782000,1779984110030706436,0,16851,1
20372,12664876100000,1779984110064293613,0,16664,1
20373,12664909419000,1779984110097850605,0,16940,1
20374,12664942738000,1779984110130900457,0,16628,1
20375,12664976056000,1779984110163946179,0,17093,1
20376,12665009373000,1779984110197254842,0,16821,1
20377,12665042693000,1779984110230720280,0,16882,1
20378,12665076017000,1779984110263433100,0,11286,1
20379,12665109329000,1779984110297215329,0,17047,1
20380,12665142648000,1779984110330577528,0,16977,1
20381,12665175966000,1779984110363811988,0,16915,1
20382,12665209285000,1779984110397669273,0,16898,1
20383,12665242605000,1779984110432026031,0,16924,1
20384,12665275922000,1779984110463962455,0,17050,1
20385,12665309241000,1779984110497089694,0,16748,1
20386,12665342559000,1779984110530546669,0,17011,1
20387,12665375878000,1779984110564210049,0,16956,1
20388,12665409196000,1779984110597280771,0,17101,1
20389,12665442515000,1779984110630391566,0,16863,1
20390,12665475832000,1779984110663777394,0,17122,1
20391,12665509150000,1779984110697327961,0,16819,1
20392,12665542469000,1779984110730380035,0,16653,1
20393,12665575788000,1779984110763574866,0,16755,1
20394,12665609106000,1779984110797251949,0,16811,1
20395,12665642431000,1779984110830911384,0,16746,1
20396,12665675747000,1779984110864440618,0,16745,1
20397,12665709063000,1779984110897157456,0,16750,1
20398,12665742380000,1779984110930196326,0,7112,1
20399,12665775702000,1779984110966655961,0,16555,1
20400,12665809019000,1779984111001671747,0,16669,1
20401,12665842338000,1779984111039335124,1,109188,6
20402,12665875658000,1779984111067965189,0,35910,2
20403,12665908982000,1779984111099531969,0,17693,1
20404,12665942295000,1779984111130557869,0,7689,1
20405,12665975611000,1779984111163880217,0,5266,1
20406,12666008929000,1779984111196570388,0,5234,1
20407,12666042247000,1779984111229138932,0,4984,1
20408,12666075566000,1779984111263720465,0,7482,1
20409,12666108884000,1779984111295924700,0,7283,1
20410,12666142202000,1779984111329697226,0,11111,1
20411,12666175521000,1779984111362942630,0,10983,1
20412,12666208841000,1779984111398232579,0,10928,1
20413,12666242159000,1779984111431210506,0,10875,1
20414,12666275481000,1779984111468770514,0,10931,1
20415,12666308797000,1779984111496187799,0,10737,1
20416,12666342113000,1779984111530216007,0,16476,1
20417,12666375434000,1779984111564353010,0,16532,1
20418,12666408752000,1779984111597422139,0,16592,1
20419,12666442069000,1779984111635197533,0,16317,1
20420,12666475399000,1779984111665437073,0,16697,1
20421,12666508716000,1779984111699056694,0,16414,1
20422,12666542043000,1779984111730487755,0,16626,1
20423,12666575342000,1779984111764254448,0,16516,1
20424,12666608663000,1779984111797172505,0,16558,1
20425,12666641981000,1779984111830732312,0,16282,1
20426,12666675300000,1779984111864889685,0,16424,1
20427,12666708617000,1779984111896770776,0,16478,1
20428,12666741934000,1779984111931455918,0,16275,1
20429,12666775255000,1779984111966884087,0,16447,1
20430,12666808573000,1779984111996809447,0,16371,1
20431,12666841891000,1779984112030201572,0,16467,1
20432,12666875208000,1779984112065564760,0,16468,1
20433,12666908529000,1779984112100492473,0,16517,1
20434,12666941845000,1779984112131146749,0,16244,1
20435,12666975170000,1779984112164455152,0,10941,1
20436,12667008487000,1779984112199057278,0,16267,1
20437,12667041809000,1779984112230169343,0,16324,1
20438,12667075120000,1779984112263004216,0,16472,1
20439,12667108438000,1779984112296253898,0,16507,1
20440,12667141757000,1779984112329664022,0,16390,1
20441,12667175074000,1779984112363111331,0,16641,1
20442,12667208392000,1779984112396447234,0,16534,1
20443,12667241711000,1779984112430165891,0,16659,1
20444,12667275030000,1779984112467340979,0,16635,1
20445,12667308351000,1779984112518440808,0,16552,1
20446,12667341669000,1779984112555280401,0,16480,1
20447,12667374989000,1779984112580592198,0,16741,1
20448,12667408312000,1779984112606377730,0,16741,1
20449,12667441631000,1779984112635737265,0,16654,1
20450,12667474951000,1779984112662956461,0,16769,1
20451,12667508260000,1779984112696715802,0,16660,1
20452,12667541578000,1779984112729643285,0,16753,1
20453,12667574896000,1779984112762902726,0,16819,1
20454,12667608215000,1779984112798249378,0,16790,1
20455,12667641534000,1779984112828955616,0,10870,1
20456,12667674853000,1779984112863004508,0,16501,1
20457,12667708170000,1779984112896261912,0,16533,1
20458,12667741490000,1779984112929562186,0,16563,1
20459,12667774807000,1779984112962891145,0,16442,1
20460,12667808127000,1779984112997013000,0,16531,1
20461,12667841444000,1779984113036228076,1,110036,6
20462,12667874762000,1779984113064790901,0,36258,2
20463,12667908082000,1779984113096229294,0,17840,1
20464,12667941401000,1779984113128631544,0,7757,1
20465,12667974718000,1779984113161533898,0,5406,1
20466,12668008040000,1779984113194975003,0,5385,1
20467,12668041356000,1779984113228204537,0,5432,1
20468,12668074674000,1779984113261729919,0,7614,1
20469,12668107992000,1779984113295592592,0,7465,1
