frame_num,sensor_ts_ns,wall_ts_ns,is_keyframe,size_bytes,packet_count
25273,5576940209000,1784218293458511627,0,12120,1
25274,5576973528000,1784218293491557803,0,12137,1
25275,5577006845000,1784218293524495794,0,12230,1
25276,5577040164000,1784218293558474367,0,18092,1
25277,5577073483000,1784218293592259350,0,18585,1
25278,5577106800000,1784218293626373200,0,18529,1
25279,5577140122000,1784218293658021167,0,12429,1
25280,5577173439000,1784218293694415160,0,18472,1
25281,5577206758000,1784218293725787834,0,18407,1
25282,5577240079000,1784218293758568235,0,18372,1
25283,5577273394000,1784218293794703563,0,12390,1
25284,5577306714000,1784218293827065672,0,18316,1
25285,5577340040000,1784218293861176151,0,18483,1
25286,5577373357000,1784218293893108949,0,12490,1
25287,5577406669000,1784218293925419133,0,18280,1
25288,5577439985000,1784218293959688351,0,18568,1
25289,5577473313000,1784218293995310037,0,18544,1
25290,5577506631000,1784218294026778673,0,12437,1
25291,5577539943000,1784218294060090938,0,18436,1
25292,5577573265000,1784218294094615580,0,18188,1
25293,5577606579000,1784218294125050079,0,12235,1
25294,5577639898000,1784218294159596350,0,18363,1
25295,5577673217000,1784218294193621515,0,18244,1
25296,5577706535000,1784218294225855014,0,12619,1
25297,5577739863000,1784218294260155973,0,18329,1
25298,5577773178000,1784218294293177686,0,18167,1
25299,5577806502000,1784218294324872801,0,18267,1
25300,5577839808000,1784218294357768737,0,12491,1
25301,5577873129000,1784218294394376857,0,18204,1
25302,5577906446000,1784218294429846452,0,18307,1
25303,5577939772000,1784218294462922627,0,18257,1
25304,5577973087000,1784218294495010683,0,12426,1
25305,5578006407000,1784218294529035237,0,18196,1
25306,5578039732000,1784218294560100045,0,18418,1
25307,5578073040000,1784218294592116897,0,18274,1
25308,5578106357000,1784218294624391822,0,12490,1
25309,5578139675000,1784218294658222711,0,18030,1
25310,5578172992000,1784218294691703716,0,18206,1
25311,5578206313000,1784218294725163905,0,18294,1
25312,5578239631000,1784218294757660105,0,12248,1
25313,5578272948000,1784218294791669011,0,18224,1
25314,5578306268000,1784218294824998332,0,18002,1
