frame_num,sensor_ts_ns,wall_ts_ns,is_keyframe,size_bytes,packet_count
1,10204719575000,1779367020385900037,1,26758,2
2,10204755672000,1779367020419338513,0,9929,1
3,10204791767000,1779367020459064888,0,8610,1
4,10204827867000,1779367020491049211,0,8901,1
5,10204863953000,1779367020527709274,0,12350,1
6,10204900055000,1779367020564975334,0,18813,1
7,10204936152000,1779367020602351571,0,14209,1
8,10204972241000,1779367020637256238,0,18494,1
9,10205008337000,1779367020672693275,0,17001,1
10,10205044430000,1779367020709052938,0,16331,1
11,10205080526000,1779367020745605894,0,15600,1
12,10205116621000,1779367020781566374,0,15497,1
13,10205152725000,1779367020817597853,0,15468,1
14,10205188812000,1779367020857279912,0,22595,2
15,10205224905000,1779367020889509064,0,15204,1
16,10205261002000,1779367020925552920,0,14748,1
17,10205297097000,1779367020962634976,0,21686,2
18,10205333188000,1779367020996212458,0,14697,1
19,10205369282000,1779367021033141847,0,21566,2
20,10205405377000,1779367021068328357,0,13956,1
21,10205441472000,1779367021105265569,0,21181,2
22,10205477567000,1779367021141101107,0,14149,1
23,10205513665000,1779367021178256929,0,14444,1
24,10205549760000,1779367021214388333,0,21125,2
25,10205585855000,1779367021249026765,0,14242,1
26,10205621947000,1779367021287040073,0,14335,1
27,10205658042000,1779367021321745971,0,20951,2
28,10205694137000,1779367021356916974,0,14336,1
29,10205730232000,1779367021393793239,0,20761,2
30,10205766328000,1779367021429259366,0,13977,1
31,10205802422000,1779367021466520731,0,20973,2
32,10205838517000,1779367021501929522,0,14581,1
33,10205874613000,1779367021537474290,0,14506,1
34,10205910708000,1779367021574205551,0,20463,1
35,10205946803000,1779367021610498972,0,13889,1
36,10205982897000,1779367021646433714,0,20476,1
37,10206018992000,1779367021681865916,0,14106,1
38,10206055087000,1779367021719497897,0,20546,2
39,10206091184000,1779367021756368344,0,13994,1
40,10206127285000,1779367021793390617,0,14419,1
41,10206163380000,1779367021829292157,0,20621,2
42,10206199475000,1779367021864878412,0,13828,1
43,10206235565000,1779367021901561927,0,20659,2
44,10206271684000,1779367021940668624,0,14223,1
45,10206307764000,1779367021975742449,0,21307,2
46,10206343857000,1779367022011740224,0,14607,1
47,10206379949000,1779367022047388449,0,14526,1
48,10206416051000,1779367022083074168,0,14525,1
49,10206452170000,1779367022120908367,0,20829,2
50,10206488230000,1779367022153650571,0,14203,1
51,10206524330000,1779367022194075044,0,20947,2
52,10206560421000,1779367022224858449,0,14201,1
53,10206596516000,1779367022259476478,0,14414,1
54,10206632608000,1779367022296175099,0,20960,2
55,10206668704000,1779367022331477825,0,14374,1
56,10206704799000,1779367022368934408,0,14015,1
57,10206740892000,1779367022404541005,0,20884,2
58,10206776988000,1779367022439793618,0,14544,1
59,10206813082000,1779367022476691169,0,21201,2
60,10206849178000,1779367022512238965,0,14256,1
61,10206885273000,1779367022555705797,1,100864,5
62,10206921371000,1779367022587088236,0,28679,2
63,10206957465000,1779367022621119167,0,15501,1
64,10206993561000,1779367022655687824,0,7618,1
65,10207029653000,1779367022691833673,0,7666,1
66,10207065748000,1779367022727886537,0,7661,1
67,10207101842000,1779367022763896890,0,7738,1
68,10207137938000,1779367022800294750,0,10392,1
69,10207174033000,1779367022836411911,0,10054,1
70,10207210128000,1779367022872689964,0,10298,1
71,10207246225000,1779367022908804336,0,10591,1
72,10207282318000,1779367022946606899,0,10748,1
73,10207318412000,1779367022981271511,0,15022,1
74,10207354508000,1779367023017449839,0,14835,1
75,10207390603000,1779367023053417702,0,14462,1
76,10207426698000,1779367023089475782,0,14486,1
77,10207462792000,1779367023125968613,0,14603,1
78,10207498889000,1779367023161710845,0,14339,1
79,10207534983000,1779367023197830273,0,14306,1
80,10207571078000,1779367023233935517,0,14438,1
81,10207607173000,1779367023271301523,0,14211,1
82,10207643267000,1779367023305988744,0,13959,1
83,10207679362000,1779367023342100588,0,13840,1
84,10207715458000,1779367023378278234,0,14215,1
85,10207751552000,1779367023415043861,0,20736,2
86,10207787647000,1779367023451118732,0,13696,1
87,10207823747000,1779367023487685108,0,13621,1
88,10207859841000,1779367023524007878,0,20151,1
89,10207895936000,1779367023558856694,0,14045,1
90,10207932028000,1779367023594782589,0,13902,1
91,10207968123000,1779367023631660660,0,20486,2
92,10208004218000,1779367023666949785,0,13672,1
93,10208040314000,1779367023703806109,0,20500,2
94,10208076408000,1779367023739149600,0,13900,1
95,10208112504000,1779367023775972222,0,20310,1
96,10208148597000,1779367023811841082,0,14083,1
97,10208184697000,1779367023847536049,0,14616,1
98,10208220788000,1779367023883560285,0,14403,1
99,10208256883000,1779367023920410391,0,20876,2
100,10208292979000,1779367023955645771,0,13826,1
101,10208329073000,1779367024005762530,0,20389,1
102,10208365169000,1779367024044497047,0,14203,1
103,10208401264000,1779367024082204919,0,20488,2
104,10208437360000,1779367024119986056,0,13996,1
105,10208473456000,1779367024157408836,0,14020,1
106,10208509551000,1779367024196171941,0,20236,1
107,10208545646000,1779367024217508651,0,13657,1
108,10208581738000,1779367024247103375,0,19924,1
109,10208617835000,1779367024282034202,0,13377,1
110,10208653951000,1779367024318188837,0,20094,1
111,10208690024000,1779367024354725262,0,13728,1
112,10208726123000,1779367024389773067,0,20361,1
113,10208762213000,1779367024425409456,0,13780,1
114,10208798308000,1779367024462005824,0,20542,2
115,10208834404000,1779367024497588708,0,14038,1
116,10208870497000,1779367024533287307,0,14191,1
117,10208906592000,1779367024570009741,0,19980,1
118,10208942687000,1779367024607571105,0,13714,1
119,10208978783000,1779367024642154929,0,19778,1
120,10209014878000,1779367024677483555,0,13915,1
121,10209050972000,1779367024726922478,1,99152,5
122,10209087071000,1779367024752288168,0,27686,2
123,10209123170000,1779367024786630934,0,14904,1
124,10209159263000,1779367024821322890,0,7409,1
125,10209195352000,1779367024857427873,0,7374,1
126,10209231446000,1779367024893433432,0,7207,1
127,10209267541000,1779367024931981699,0,9943,1
128,10209303636000,1779367024965807200,0,9793,1
129,10209339731000,1779367025001969359,0,9602,1
130,10209375826000,1779367025038159503,0,9360,1
131,10209411922000,1779367025074789314,0,13896,1
132,10209448018000,1779367025110756575,0,13640,1
133,10209484113000,1779367025147695553,0,13556,1
134,10209520207000,1779367025182896628,0,13447,1
135,10209556303000,1779367025218868022,0,13279,1
136,10209592396000,1779367025255127538,0,13389,1
137,10209628491000,1779367025291484754,0,13553,1
138,10209664587000,1779367025327457292,0,13600,1
139,10209700683000,1779367025363454204,0,13427,1
140,10209736777000,1779367025399464618,0,13348,1
141,10209772872000,1779367025436193713,0,19718,1
142,10209808967000,1779367025472424381,0,19647,1
143,10209845061000,1779367025507750479,0,13173,1
144,10209881157000,1779367025544508101,0,19295,1
145,10209917252000,1779367025580053691,0,13056,1
146,10209953347000,1779367025617509010,0,19781,1
147,10209989448000,1779367025652823131,0,13084,1
148,10210025543000,1779367025689694783,0,19611,1
149,10210061639000,1779367025724357990,0,13399,1
150,10210097727000,1779367025760348864,0,13370,1
151,10210133822000,1779367025799351542,0,19548,1
152,10210169919000,1779367025833321426,0,19290,1
153,10210206012000,1779367025868692522,0,13252,1
154,10210242107000,1779367025905495804,0,19527,1
155,10210278202000,1779367025941017501,0,13264,1
156,10210314297000,1779367025977692069,0,19568,1
157,10210350392000,1779367026013042561,0,12999,1
158,10210386487000,1779367026049939249,0,19449,1
159,10210422583000,1779367026086027080,0,19493,1
160,10210458677000,1779367026121306495,0,13054,1
161,10210494771000,1779367026158183101,0,19200,1
162,10210530867000,1779367026193842881,0,13169,1
163,10210566963000,1779367026230404543,0,19361,1
164,10210603059000,1779367026267462566,0,19381,1
165,10210639152000,1779367026301781318,0,12989,1
166,10210675247000,1779367026338615575,0,19502,1
167,10210711342000,1779367026376077795,0,13066,1
